_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
pekovni01,3-Jan-86,"Bijelo Polje, Montenegro",0.7,51.8,-,76,271,18.6,12.6,6.7,18.8,51.8,,31st overall,2nd round,Minnesota Timberwolves,2008,11-Jun,,Nikola Pekovic,Center,Right,307lb
randoan01,15-Jul-89,"Worzbach, Germany",0.7,45.3,24.1,74,252,16.5,7.1,4.3,5.8,46,Louisiana State University,14th overall,1st round,Golden State Warriors,2008,10-Jun,"Woodrow Wilson in Dallas, Texas",Anthony Randolph,Power Forward and Center,Left,205lb
rosede01,4-Oct-88,"Chicago, Illinois",5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,University of Memphis,1st overall,1st round,Chicago Bulls,2008,3-Jun,"Simeon Career Academy in Chicago, Illinois",Derrick Rose,Point Guard,Right,200lb
rushbr01,7-Jul-85,"Kansas City, Missouri",1,42.6,40.2,70.6,481,9.9,6.8,2.9,11.2,51.8,University of Kansas,13th overall,1st round,Portland Trail Blazers,2008,6-Jun,"Mount Zion Christian Academy in Durham, North Carolina",Brandon Rush,Shooting Guard and Small Forward,Right,220lb
sharpwa01,18-Jul-86,"Huntsville, Alabama",0,36.4,0,0,8,4.8,1,0.4,-0.1,36.4,"Mississippi State University, University of Alabama at Birmingham",32nd overall,2nd round,Seattle SuperSonics,2008,9-Jun,"A.H. Parker in Birmingham, Alabama",Walter Sharpe,Power Forward,Right,245lb
singlse01,6-Sep-85,"Philadelphia, Pennsylvania",0.8,36.5,40,85.7,37,6.7,2.4,0.9,0,42.4,University of Virginia,42nd overall,2nd round,Sacramento Kings,2008,Jun-00,"William Penn Charter School in Philadelphia, Pennsylvania",Sean Singletary,Point Guard,Right,185lb
speigma01,4-Aug-87,"St. Petersburg, Florida",0.7,45.9,35.6,79.7,705,16.7,7.9,4.1,25.8,48.4,University of Florida,16th overall,1st round,Philadelphia 76ers,2008,10-Jun,"Hargrave Military Academy in Chatham, Virginia",Marreese Speights,Power Forward and Center,Right,255lb
taylomi01,21-Jan-86,"Chicago, Illinois",2.1,41.2,32.5,69.1,51,10.1,5.7,1.7,-0.4,43.6,Iowa State University,55th overall,2nd round,Portland Trail Blazers,2008,2-Jun,"Marshall in Milwaukee, Wisconsin",Mike Taylor,Point Guard,Right,165lb
thompja02,21-Jul-86,"Camden, New Jersey",1.1,49.6,14.3,65.7,588,13.5,8.9,6.6,23.8,49.7,Rider University,12th overall,1st round,Sacramento Kings,2008,11-Jun,"Lenape in Medford, New Jersey",Jason Thompson,Power Forward and Center,Right,250lb
walkebi01,9-Oct-87,"Huntington, West Virginia",0.8,44.6,36.9,76,181,10.8,6,2.2,5,55.6,Kansas State University,47th overall,2nd round,Washington Wizards,2008,6-Jun,"North College Hill in Cincinnati, Ohio",Henry Walker,Small Forward and Shooting Guard,Right,220lb
weaveky01,18-Feb-86,"Janesville, Wisconsin",1.6,44.1,35.3,73.6,73,10.3,5,2.2,1.5,51,Washington State University,38th overall,2nd round,Charlotte Bobcats,2008,6-Jun,"Beloit Memorial in Beloit, Wisconsin",Kyle Weaver,Shooting Guard,Right,201lb
weemsso01,8-Jul-86,"West Memphis, Arkansas",1.4,46.5,28.3,70.2,183,10.1,6.5,2.2,0,48,University of Arkansas,39th overall,2nd round,Chicago Bulls,2008,6-Jun,"West Memphis in West Memphis, Arkansas",Sonny Weems,Shooting Guard and Small Forward,Right,205lb
westbru01,12-Nov-88,"Long Beach, California",8.4,43.4,30.8,80.1,821,23.7,23,7,96.9,46.5,"University of California, Los Angeles",4th overall,1st round,Seattle SuperSonics,2008,3-Jun,"Leuzinger in Lawndale, California",Russell Westbrook,Point Guard,Right,200lb
whitedj01,31-Aug-86,"Tuscaloosa, Alabama",0.6,50.7,33.3,72,138,14.5,5.9,3.2,3.8,50.7,Indiana University,29th overall,1st round,Detroit Pistons,2008,9-Jun,"Hillcrest in Tuscaloosa, Alabama",D.J. White,Power Forward and Center,Right,251lb
pendeje02,29-Apr-87,"Ontario, California",0.4,55.3,40,77.6,237,12.4,2.9,2.7,6.3,55.5,Arizona State University,31st overall,2nd round,Sacramento Kings,2009,9-Jun,"Etiwanda in Rancho Cucamonga, California",Jeff Ayres,Center and Power Forward,Right,240lb
beaubro01,24-Feb-88,"Pointe-a-Pitre, Guadeloupe",2.1,43.9,32.5,81,182,14.5,7.1,1.9,4.8,49.6,,25th overall,1st round,Oklahoma City Thunder,2009,Jun-00,,Rodrigue Beaubois,Point Guard,Right,170lb
beverpa01,12-Jul-88,"Chicago, Illinois",3.5,41.2,38,77,380,12.5,9,4.3,24.8,51.7,University of Arkansas,42nd overall,2nd round,Los Angeles Lakers,2009,1-Jun,"Marshall in Chicago, Illinois",Patrick Beverley,Point Guard and Shooting Guard,Right,185lb
blairde01,22-Apr-89,"Pittsburgh, Pennsylvania",0.8,52.4,0,60.8,424,16.5,6.8,5.1,19,52.4,University of Pittsburgh,37th overall,2nd round,San Antonio Spurs,2009,7-Jun,"Schenley in Pittsburgh, Pennsylvania",DeJuan Blair,Center and Power Forward,Right,270lb
brockjo01,20-Mar-87,"Snohomish, Washington",0.3,48.8,0,61.8,150,10.3,2.1,3.1,3.7,48.8,University of Washington,38th overall,2nd round,Portland Trail Blazers,2009,7-Jun,"Snohomish in Snohomish, Washington",Jon Brockman,Center and Power Forward,Right,255lb
brownde04,8-Sep-87,"Oakland, California",0.7,51.5,31.7,63.7,171,13.8,5.2,2.4,4.5,52.5,Xavier University,40th overall,2nd round,Charlotte Bobcats,2009,7-Jun,"Chaminade Julienne in Dayton, Ohio",Derrick Brown,Small Forward,Left,225lb
budinch01,22-May-88,"Encinitas, California",1.2,43,35.2,79.7,407,13,7.9,3,13.9,50.4,University of Arizona,44th overall,2nd round,Detroit Pistons,2009,7-Jun,"La Costa Canyon in Carlsbad, California",Chase Budinger,Small Forward,Right,209lb
calatni01,7-Feb-89,"Casselberry, Florida",2.7,44.1,28.8,58.1,129,12.3,4.6,1.9,2.6,46.8,University of Florida,45th overall,2nd round,Minnesota Timberwolves,2009,6-Jun,"Lake Howell in Winter Park, Florida",Nick Calathes,Shooting Guard,Right,213lb
carrode01,27-Jul-86,"Birmingham, Alabama",1.3,43,36,74.3,554,13.4,9.1,4.3,29.3,50.9,"Vanderbilt University, University of Missouri",27th overall,1st round,Memphis Grizzlies,2009,8-Jun,"John Carroll in Birmingham, Alabama",DeMarre Carroll,Small Forward and Power Forward,Right,215lb
casspom01,22-Jun-88,"Holon, Israel",1.1,45.4,36.8,67.8,588,13,7.9,4,19.6,52,,23rd overall,1st round,Sacramento Kings,2009,9-Jun,,Omri Casspi,Small Forward and Power Forward,Right,225lb
clarkea01,17-Jan-88,"Plainfield, New Jersey",0.5,40.3,32.8,66.4,261,10.2,4.4,3,2.9,43.9,University of Louisville,14th overall,1st round,Phoenix Suns,2009,10-Jun,"Rahway in Rahway, New Jersey",Earl Clark,Power Forward and Small Forward,Right,225lb
clavevi01,30-Aug-88,"Valencia, Spain",0.7,39.8,29.3,58.5,80,7.5,3.2,2.2,0.2,46.6,,22nd overall,1st round,Portland Trail Blazers,2009,9-Jun,,Victor Claver,Small Forward,Right,224lb
collida01,23-Aug-87,"Rancho Cucamonga, California",5,47.1,39.4,85.3,708,16.2,12.5,2.7,49.9,51.7,"University of California, Los Angeles",21st overall,1st round,New Orleans Hornets,2009,Jun-00,"Etiwanda in Rancho Cucamonga, California",Darren Collison,Point Guard,Right,175lb
cunnida01,22-Apr-87,"Clinton, Maryland",0.7,46.9,34.5,64.9,715,11.1,5.8,3.7,24.9,49.8,Villanova University,33rd overall,2nd round,Portland Trail Blazers,2009,8-Jun,"Potomac in Dumfries, Virginia",Dante Cunningham,Power Forward and Small Forward,Right,230lb
curryst01,14-Mar-88,"Akron, Ohio",6.6,47.7,43.6,90.5,694,23.8,23.5,4.5,102.9,58.2,Davidson College,7th overall,1st round,Golden State Warriors,2009,3-Jun,"Charlotte Christian in Charlotte, North Carolina",Stephen Curry,Point Guard,Right,190lb
dayeau01,5-Jun-88,"Irvine, California",0.7,40.2,35.1,77.8,293,11.6,5.2,2.6,4.5,46.9,Gonzaga University,15th overall,1st round,Detroit Pistons,2009,11-Jun,"Woodbridge in Irvine, California",Austin Daye,Small Forward,Right,220lb
decolna01,23-Jun-87,"Sainte-Catherine-les-Arras, France",1.7,42.9,36.3,83.5,119,11.8,3.8,1.8,2.4,49.1,,53rd overall,2nd round,San Antonio Spurs,2009,5-Jun,,Nando De Colo,Shooting Guard and Small Forward,Right,200lb
derozde01,7-Aug-89,"Compton, California",3.4,45.1,28.3,82.8,752,17.9,19.9,4.3,60.3,46.5,University of Southern California,9th overall,1st round,Toronto Raptors,2009,7-Jun,"Compton in Compton, California",DeMar DeRozan,Shooting Guard,Right,220lb
douglto01,16-Mar-86,"Jonesboro, Georgia",2.3,40.4,35.4,82.4,394,13.2,7.6,2.2,12.1,48.6,"Auburn University, Florida State University",29th overall,1st round,Los Angeles Lakers,2009,2-Jun,"Jonesboro in Jonesboro, Georgia",Toney Douglas,Point Guard and Shooting Guard,Right,195lb
ellinwa01,29-Nov-87,"Wynnewood, Pennsylvania",1.1,41,37.9,84.6,645,11.2,8.2,2.2,17.8,51.3,University of North Carolina,28th overall,1st round,Minnesota Timberwolves,2009,5-Jun,"The Episcopal Academy in Newtown Square, Pennsylvania",Wayne Ellington,Shooting Guard,Right,200lb
evansty01,19-Sep-89,"Chester, Pennsylvania",4.8,44,32.3,75.7,594,17.1,15.7,4.6,28.4,47.1,University of Memphis,4th overall,1st round,Sacramento Kings,2009,6-Jun,"American Christian School in Aston, Pennsylvania",Tyreke Evans,Small Forward and Shooting Guard and Point Guard,Right,220lb
eyengch01,22-Jun-89,"Kinshasa, Democratic Republic of the Congo",0.8,41.1,27.7,61.1,51,8.6,6.3,2.7,-0.4,45,,30th overall,1st round,Cleveland Cavaliers,2009,5-Jun,,Christian Eyenga,Small Forward,Right,210lb
flynnjo01,6-Feb-89,"Niagara Falls, New York",3.9,40,33.8,80.9,163,11.3,9.2,1.9,-1.1,44.2,Syracuse University,6th overall,1st round,Minnesota Timberwolves,2009,Jun-00,"Niagara Falls in Niagara Falls, New York",Jonny Flynn,Point Guard,Right,185lb
gibsota01,24-Jun-85,"Brooklyn, New York",1,51.2,21.2,70.9,737,15.5,9.8,6.4,49.8,51.4,University of Southern California,26th overall,1st round,Chicago Bulls,2009,9-Jun,"Calvary Christian in San Fernando, California",Taj Gibson,Power Forward,Right,232lb
greenda02,22-Jun-87,"North Babylon, New York",1.6,42.4,40.4,81.7,620,13.2,9,3.5,39.2,54.9,University of North Carolina,46th overall,2nd round,Cleveland Cavaliers,2009,6-Jun,"St. Mary's in Manhasset, New York",Danny Green,Shooting Guard,Right,215lb
griffbl01,16-Mar-89,"Oklahoma City, Oklahoma",4.5,50.2,34.2,69.2,604,22.2,21.9,9,75.3,52.1,University of Oklahoma,1st overall,1st round,Los Angeles Clippers,2009,10-Jun,"Oklahoma Christian School in Edmond, Oklahoma",Blake Griffin,Power Forward,Right,250lb
griffta01,18-Apr-86,"Oklahoma City, Oklahoma",0.1,40,0,50,8,5.2,1.3,0.3,0,40,University of Oklahoma,48th overall,2nd round,Phoenix Suns,2009,7-Jun,"Oklahoma Christian School in Edmond, Oklahoma",Taylor Griffin,Small Forward,Right,238lb
hansbty01,3-Nov-85,"Poplar Bluff, Missouri",0.4,43.9,13.6,73.8,428,14.8,6.7,4.2,20.2,44,University of North Carolina,13th overall,1st round,Indiana Pacers,2009,9-Jun,"Poplar Bluff in Poplar Bluff, Missouri",Tyler Hansbrough,Power Forward,Right,250lb
hardeja01,26-Aug-89,"Los Angeles, California",6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,Arizona State University,3rd overall,1st round,Oklahoma City Thunder,2009,5-Jun,"Artesia in Lakewood, California",James Harden,Shooting Guard and Point Guard,Left,220lb
hendege02,9-Dec-87,"Caldwell, New Jersey",1.9,44,32.7,79.3,535,13.4,11.2,3.2,18.3,46.4,Duke University,12th overall,1st round,Charlotte Bobcats,2009,5-Jun,"The Episcopal Academy in Newtown Square, Pennsylvania",Gerald Henderson,Shooting Guard,Right,215lb
hilljo01,27-Jul-87,"Atlanta, Georgia",0.8,49.7,13.6,69.9,409,16.3,7.9,5.8,16.4,49.7,University of Arizona,8th overall,1st round,New York Knicks,2009,10-Jun,"The Patterson School in Patterson, North Carolina",Jordan Hill,Center and Power Forward,Right,235lb
holidjr01,12-Jun-90,"Chatsworth, California",6.4,45.2,35.5,78.4,652,16.9,15.6,3.8,39.1,49.8,"University of California, Los Angeles",17th overall,1st round,Philadelphia 76ers,2009,4-Jun,"Campbell Hall in North Hollywood, California",Jrue Holiday,Point Guard and Shooting Guard,Right,205lb
hudsole01,7-Aug-84,"Memphis, Tennessee",1.2,37.5,27.7,80.6,57,13,4.7,1.4,0.2,43.1,University of Tennessee at Martin,58th overall,2nd round,Boston Celtics,2009,3-Jun,"Central in Memphis, Tennessee",Lester Hudson,Shooting Guard and Point Guard,Right,190lb
jennibr01,23-Sep-89,"Compton, California",5.7,38.7,34.5,79.6,555,15.7,14.1,3,29.9,45.2,,10th overall,1st round,Milwaukee Bucks,2009,1-Jun,"Oak Hill Academy in Mouth of Wilson, Virginia",Brandon Jennings,Point Guard,Left,170lb
jerebjo01,2-Mar-87,"Kinna, Sweden",0.8,45.7,36.3,77,635,13.2,6.2,4,25.8,52,,39th overall,2nd round,Detroit Pistons,2009,10-Jun,,Jonas Jerebko,Power Forward,Right,231lb
johnsja01,20-Feb-87,"Cheyenne, Wyoming",2.1,47.7,30.5,69.5,602,14.5,7.9,3.6,23.5,51.4,Wake Forest University,16th overall,1st round,Chicago Bulls,2009,8-Jun,"Cheyenne East in Cheyenne, Wyoming",James Johnson,Power Forward and Small Forward,Right,240lb
lawsoty01,3-Nov-87,"Clinton, Maryland",6,46,35.9,77,551,17.2,12.7,2.7,42.1,50.4,University of North Carolina,18th overall,1st round,Minnesota Timberwolves,2009,11-May,"Oak Hill Academy in Mouth of Wilson, Virginia",Ty Lawson,Point Guard,Right,195lb
maynoer01,11-Jun-87,"Raeford, North Carolina",2.8,39.2,35,72.1,267,10.6,4.3,1.3,3.3,44.2,Virginia Commonwealth University,20th overall,1st round,Utah Jazz,2009,3-Jun,"Westover in Fayetteville, North Carolina",Eric Maynor,Shooting Guard and Point Guard,Right,175lb
meeksjo01,21-Aug-87,"Nashville, Tennessee",1.1,42,37.3,87.9,539,12.8,9.3,2.1,24.3,51.7,University of Kentucky,41st overall,2nd round,Milwaukee Bucks,2009,4-Jun,"Norcross in Norcross, Georgia",Jodie Meeks,Shooting Guard,Right,210lb
millspa02,11-Aug-88,"Canberra, Australia",2.4,43.1,39.1,84.9,605,14.4,8.4,1.7,27.5,53.6,Saint Mary's College of California,55th overall,2nd round,Portland Trail Blazers,2009,Jun-00,"Marist College Canberra in Canberra, Australia",Patty Mills,Point Guard,Right,180lb
mulleby01,14-Feb-89,"Canal Winchester, Ohio",0.8,40.8,31.9,70.6,189,12.2,7.4,4.2,0.6,44.8,Ohio State University,24th overall,1st round,Dallas Mavericks,2009,Jul-00,"Canal Winchester in Canal Winchester, Ohio",Byron Mullens,Power Forward and Center,Right,275lb
priceaj01,7-Oct-86,"Orange, New Jersey",2.2,38,31.6,74.2,261,12.2,5.8,1.4,4.7,45.6,University of Connecticut,52nd overall,2nd round,Indiana Pacers,2009,2-Jun,"Amityville Memorial in Amityville, New York",A.J. Price,Shooting Guard and Point Guard,Right,181lb
rubiori01,21-Oct-90,"El Masnou, Spain",7.7,38.8,32.2,83.8,498,15.8,11.1,4.2,32.2,43.3,,5th overall,1st round,Minnesota Timberwolves,2009,4-Jun,,Ricky Rubio,Point Guard,Right,190lb
summeda01,24-Jan-88,"Baltimore, Maryland",0.3,38.4,36.7,64.2,83,7.1,3.3,1,-0.1,43.8,Georgetown University,35th overall,2nd round,Detroit Pistons,2009,8-Jun,"McDonogh School in Owings Mills, Maryland",DaJuan Summers,Power Forward and Small Forward,Right,230lb
tayloje02,8-Dec-86,"Tavares, Florida",0.7,44.1,28.4,73,65,11.9,5.4,1.7,0.2,47.1,University of Central Florida,32nd overall,2nd round,Washington Wizards,2009,4-Jun,"Tavares in Tavares, Florida",Jermaine Taylor,Shooting Guard,Right,210lb
teaguje01,10-Jun-88,"Indianapolis, Indiana",5.8,44.5,35.6,84.2,712,17.1,12.7,2.5,48.3,48.9,Wake Forest University,19th overall,1st round,Atlanta Hawks,2009,2-Jun,"Pike in Indianapolis, Indiana",Jeff Teague,Point Guard,Right,195lb
thabeha01,16-Feb-87,"Dar es Salaam, United Republic of Tanzania",0.1,56.7,-,57.8,224,10.3,2.2,2.7,4.8,56.7,University of Connecticut,2nd overall,1st round,Memphis Grizzlies,2009,3-Jul,,Hasheem Thabeet,Center,Right,263lb
thornma01,5-Jun-87,"Baton Rouge, Louisiana",1.4,42.5,35.8,83,483,15.5,11.9,2.8,20,49.8,Louisiana State University,43rd overall,2nd round,Miami Heat,2009,4-Jun,"Tara in Baton Rouge, Louisiana",Marcus Thornton,Shooting Guard,Right,205lb
willite01,28-Jun-87,"Seattle, Washington",2.4,41.2,31.7,65.9,153,11.5,7.1,3.6,-0.2,43.9,University of Louisville,11th overall,1st round,New Jersey Nets,2009,6-Jun,"Rainier Beach in Seattle, Washington",Terrence Williams,Small Forward and Shooting Guard,Right,220lb
youngsa01,1-Jun-85,"Washington, District of Columbia",0.7,44.2,28,74.2,249,11.5,5.8,2.3,5.2,46.2,University of Pittsburgh,36th overall,2nd round,Memphis Grizzlies,2009,6-Jun,"Hargrave Military Academy in Chatham, Virginia",Sam Young,Shooting Guard and Small Forward,Right,220lb
alabiso01,21-Mar-88,"Kaduna, Nigeria",0.2,31.4,-,70,26,10.3,1.5,2.3,0,31.4,Florida State University,50th overall,2nd round,Dallas Mavericks,2010,1-Jul,"Montverde Academy in Montverde, Florida",Solomon Alabi,Center,Right,251lb
aldrico01,31-Oct-88,"Burnsville, Minnesota",0.5,52.7,-,73.8,339,16.6,3.1,3.3,9.6,52.7,University of Kansas,11th overall,1st round,New Orleans Hornets,2010,11-Jun,"Thomas Jefferson in Bloomington, Minnesota",Cole Aldrich,Center,Right,250lb
aminual01,21-Sep-90,"Atlanta, Georgia",1.2,42.3,33.7,74.7,670,12.4,7.7,6.1,27.4,48.2,Wake Forest University,8th overall,1st round,Los Angeles Clippers,2010,9-Jun,"Norcross in Norcross, Georgia",Al-Farouq Aminu,Power Forward and Small Forward,Right,220lb
anderja01,25-Mar-89,"El Dorado, Arkansas",1.2,41.1,32.1,75.5,247,9.9,5.8,2.3,3.3,48.8,Oklahoma State University,20th overall,1st round,San Antonio Spurs,2010,6-Jun,"Junction City in Junction City, Arkansas",James Anderson,Small Forward and Shooting Guard,Right,213lb
babbilu01,20-Jun-89,"Cincinnati, Ohio",0.6,40.8,40.2,74.7,381,10.1,4.8,2.2,7.2,53.2,"University of Nevada, Reno",16th overall,1st round,Minnesota Timberwolves,2010,9-Jun,"Galena in Reno, Nevada",Luke Babbitt,Small Forward and Power Forward,Left,225lb
bjeline01,9-May-88,"Belgrade, Serbia",1.5,46,38.1,75.5,269,12.9,7.1,4.4,10.7,55.1,,35th overall,2nd round,Washington Wizards,2010,10-Jun,,Nemanja Bjelica,Power Forward,Right,234lb
bledser01,9-Dec-89,"Birmingham, Alabama",4.8,45.5,33.6,79.4,570,18.1,14.1,3.9,37,50.3,University of Kentucky,18th overall,1st round,Oklahoma City Thunder,2010,1-Jun,"A.H. Parker in Birmingham, Alabama",Eric Bledsoe,Point Guard,Right,205lb
booketr01,25-Nov-87,"Newberry, South Carolina",1.1,51.5,30.5,63.6,532,15,6.9,5.5,26.2,52.8,Clemson University,23rd overall,1st round,Minnesota Timberwolves,2010,8-Jun,"Union County in Union, South Carolina",Trevor Booker,Power Forward,Left,228lb
brackcr01,9-Oct-87,"Los Angeles, California",0.5,26.5,21.4,50,17,3.1,1.8,1.1,-0.2,29.6,Iowa State University,21st overall,1st round,Oklahoma City Thunder,2010,10-Jun,"Brewster Academy in Wolfeboro, New Hampshire",Craig Brackins,Power Forward,Right,230lb
bradlav01,26-Nov-90,"Tacoma, Washington",1.8,43.6,36.4,77.8,522,11.2,12,3,14.6,49.4,University of Texas at Austin,19th overall,1st round,Boston Celtics,2010,2-Jun,"Findlay College Prep in Henderson, Nevada",Avery Bradley,Point Guard and Shooting Guard,Right,180lb
caracde01,4-May-88,"Fanwood, New Jersey",0.2,48.5,-,73.9,41,10,2,1,0.3,48.5,"University of Louisville, University of Texas at El Paso",58th overall,2nd round,Los Angeles Lakers,2010,9-Jun,"Notre Dame Preparatory School in Fitchburg, Massachusetts",Derrick Caracter,Center,Right,275lb
couside01,13-Aug-90,"Mobile, Alabama",3.2,46.1,33.2,73.7,565,22.4,21.2,10.9,44.1,47.9,University of Kentucky,5th overall,1st round,Sacramento Kings,2010,11-Jun,"LeFlore Magnet in Mobile, Alabama",DeMarcus Cousins,Center,Right,270lb
crawfjo02,23-Oct-88,"Detroit, Michigan",3.1,41.1,31.7,82.6,281,14.1,12.2,2.5,6.3,46.4,"Indiana University, Xavier University",27th overall,1st round,New Jersey Nets,2010,4-Jun,"Communication & Media Arts in Chatham, Virginia",Jordan Crawford,Shooting Guard and Point Guard,Right,195lb
davised01,5-Jun-89,"Washington, District of Columbia",0.8,56.9,0,58.4,640,16.7,6.5,6.8,41.3,56.9,University of North Carolina,13th overall,1st round,Toronto Raptors,2010,10-Jun,"Benedictine in Richmond, Virginia",Ed Davis,Center and Power Forward,Left,225lb
ebankde01,28-Oct-89,"Queens, New York",0.4,38.5,22.2,72.2,63,9.6,3.6,1.9,0.5,40.4,West Virginia University,43rd overall,2nd round,Los Angeles Lakers,2010,9-Jun,"St. Thomas Moore School in Oakdale, Connecticut",Devin Ebanks,Shooting Guard and Small Forward,Right,215lb
evansje01,24-Oct-87,"Crossett, Arkansas",0.4,56.9,23.1,68.7,250,17.3,3.5,2.6,8.2,57.3,Western Kentucky University,55th overall,2nd round,Utah Jazz,2010,9-Jun,"Crossett in Crossett, Arkansas",Jeremy Evans,Power Forward and Small Forward,Right,200lb
favorde01,15-Jul-91,"Atlanta, Georgia",1.1,52.5,21,66.4,632,18.9,11.6,7.2,49.5,52.8,Georgia Institute of Technology,3rd overall,1st round,New Jersey Nets,2010,10-Jun,"South Atlanta in Atlanta, Georgia",Derrick Favors,Center and Power Forward,Right,265lb
fieldla01,27-Jun-88,"Long Beach, California",1.6,47.3,33.2,66.6,255,12.1,6.8,4.3,10.5,51.5,Stanford University,39th overall,2nd round,New York Knicks,2010,7-Jun,"Los Alamitos in Los Alamitos, California",Landry Fields,Shooting Guard and Small Forward,Right,210lb
georgpa01,2-May-90,"Palmdale, California",3.3,43.3,37.8,84.4,604,19.2,19.8,6.4,65.2,50.9,"California State University, Fresno",10th overall,1st round,Indiana Pacers,2010,9-Jun,"Knight in Palmdale, California",Paul George,Small Forward and Shooting Guard,Right,220lb
haranlu01,2-Jan-88,"Decatur, Illinois",0.5,37.6,24.1,73.7,70,10.2,3.6,2.8,0.9,41.5,University of Notre Dame,52nd overall,2nd round,Boston Celtics,2010,8-Jun,"Andrean in Merrillville, Indiana",Luke Harangody,Power Forward,Right,246lb
haywago01,23-Mar-90,"Indianapolis, Indiana",3.4,44.6,36.4,82.1,589,17.5,15.1,4.2,47.9,50.3,Butler University,9th overall,1st round,Utah Jazz,2010,8-Jun,"Brownsburg in Brownsburg, Indiana",Gordon Hayward,Power Forward and Small Forward,Right,225lb
haywala01,26-Nov-86,"Buffalo, New York",0.5,34.7,26.9,76.7,72,9,2.9,1.3,0.2,39.9,Marquette University,30th overall,1st round,Washington Wizards,2010,6-Jun,"Notre Dame Preparatory School in Fitchburg, Massachusetts",Lazar Hayward,Small Forward,Right,225lb
henryxa01,15-Mar-91,"Gent, Belgium",0.6,40.6,32.5,63.5,185,9.3,5.7,1.9,0.8,42.8,University of Kansas,12th overall,1st round,Memphis Grizzlies,2010,6-Jun,"Putnam City in Oklahoma City, Oklahoma",Xavier Henry,Small Forward and Shooting Guard,Left,220lb
hobsoda01,29-Sep-87,"Las Vegas, Nevada",1.2,15.4,0,-,5,-3.3,0.8,0.6,-0.2,15.4,University of New Mexico,37th overall,2nd round,Milwaukee Bucks,2010,7-Jun,"Decatur Christian in Decatur, Illinois",Darington Hobson,Shooting Guard,Left,210lb
jamesda01,7-Oct-87,"Hobbs, New Mexico",0.7,41.5,0,66.7,39,8.5,3.8,3.4,0,41.5,University of Texas at Austin,24th overall,1st round,Atlanta Hawks,2010,7-Jun,"Nacogdoches in Nacogdoches, Texas",Damion James,Small Forward,Right,225lb
johnsar02,23-Feb-89,"Chicago, Illinois",1.2,45.8,40,67.9,47,10.4,3.3,1,-0.1,47.9,"University of Nevada, Reno",34th overall,2nd round,Portland Trail Blazers,2010,3-Jun,"Hug in Reno, Nevada",Armon Johnson,Point Guard,Left,195lb
johnswe01,11-Jul-87,"Corsicana, Texas",1.1,40.4,33.7,74.1,609,10,7,3.2,10.7,48.1,"Iowa State University, Syracuse University",4th overall,1st round,Minnesota Timberwolves,2010,7-Jun,"Corsicana in Corsicana, Texas",Wesley Johnson,Shooting Guard and Small Forward,Right,215lb
jonesdo02,15-Oct-88,"Lake Wales, Florida",1.8,36.6,9.5,72.9,80,11.9,3.1,1.4,0.3,37,University of South Florida,25th overall,1st round,Memphis Grizzlies,2010,4-Jun,"Lake Wales in Lake Wales, Florida",Dominique Jones,Point Guard and Shooting Guard,Right,215lb
jordaje01,29-Sep-86,"Kingston, Jamaica",0.3,52.8,-,85.2,65,17.1,2.8,2,1.7,52.8,University of Tulsa,44th overall,2nd round,Milwaukee Bucks,2010,Jul-00,"Florida Air Academy in Melbourne, Florida",Jerome Jordan,Center,Right,253lb
lawalga01,7-Nov-88,"College Park, Georgia",0,-,-,-,1,-9.1,0,0,0,-,Georgia Institute of Technology,46th overall,2nd round,Phoenix Suns,2010,9-Jun,"Norcross in Norcross, Georgia",Gani Lawal,Power Forward,Right,234lb
monrogr01,4-Jun-90,"New Orleans, Louisiana",2.1,51.4,5.9,70.4,632,20.1,13.2,8.3,49.7,51.4,Georgetown University,7th overall,1st round,Detroit Pistons,2010,11-Jun,"Helen Cox in Harvey, Louisiana",Greg Monroe,Power Forward and Center,Left,265lb
ndiayha01,12-Jan-87,"Dakar, Senegal",0.1,46.7,-,46.2,33,3.9,0.6,0.8,0,46.7,Rutgers University,56th overall,2nd round,Minnesota Timberwolves,2010,Jul-00,"Stoneridge Preparatory School in Simi Valley, California",Hamady N'Diaye,Center,Right,235lb
ortonda01,6-Aug-90,"Oklahoma City, Oklahoma",0.5,48.5,0,59.7,51,11.9,2.8,2.5,1,48.5,University of Kentucky,29th overall,1st round,Orlando Magic,2010,10-Jun,"Bishop McGuiness in Oklahoma City, Oklahoma",Daniel Orton,Center and Power Forward,Right,255lb
pattepa01,14-Mar-89,"Washington, District of Columbia",1.1,45,36.7,74.9,622,12.6,6.9,4.1,28.7,51.9,University of Kentucky,14th overall,1st round,Houston Rockets,2010,9-Jun,"Huntington in Huntington, West Virginia",Patrick Patterson,Power Forward,Right,230lb
pittmde01,2-Mar-88,"Rosenberg, Texas",0.2,45,-,54.5,50,9.1,2.3,1.8,0.5,45,University of Texas at Austin,32nd overall,2nd round,Miami Heat,2010,11-Jun,"B.F. Terry in Rosenberg, Texas",Dexter Pittman,Center,Right,308lb
